Ano,Mes,Ano_Mes,Precios_Mensuales,Aportes_Energia_GWh,Volumen_Util_Diario_Energia_GWh,Demanda_Energia_SIN_GWh,CEN_Total,CEN_Hidro,CEN_Termica
NA,NA,2020-11,NA,NA,NA,NA,NA,NA,NA
NA,NA,2020-12,NA,NA,NA,NA,NA,NA,NA
NA,NA,2021-01,NA,NA,NA,NA,NA,NA,NA
NA,NA,2021-02,NA,NA,NA,NA,NA,NA,NA
NA,NA,2021-03,NA,NA,NA,NA,NA,NA,NA
NA,NA,2021-04,NA,NA,NA,NA,NA,NA,NA
NA,NA,2021-05,NA,NA,NA,NA,NA,NA,NA
2019,6,2019-06,NA,NA,NA,NA,NA,NA,NA
2019,7,2019-07,NA,NA,NA,NA,NA,NA,NA
2019,8,2019-08,NA,NA,NA,NA,NA,NA,NA
2019,9,2019-09,NA,NA,NA,NA,NA,NA,NA
2019,10,2019-10,NA,NA,NA,NA,NA,NA,NA
2019,11,2019-11,NA,NA,NA,NA,NA,NA,NA
2019,12,2019-12,NA,NA,NA,NA,NA,NA,NA
2020,1,2020-01,NA,NA,NA,NA,NA,NA,NA
2020,2,2020-02,NA,NA,NA,NA,NA,NA,NA
2020,3,2020-03,NA,NA,NA,NA,NA,NA,NA
2020,4,2020-04,NA,NA,NA,NA,NA,NA,NA
2020,5,2020-05,NA,NA,NA,NA,NA,NA,NA
2020,6,2020-06,NA,NA,NA,NA,NA,NA,NA
2020,7,2020-07,NA,NA,NA,NA,NA,NA,NA
2020,8,2020-08,NA,NA,NA,NA,NA,NA,NA
2020,9,2020-09,NA,NA,NA,NA,NA,NA,NA
2020,10,2020-10,NA,NA,NA,NA,NA,NA,NA
2020,11,2020-11,NA,NA,NA,NA,NA,NA,NA
2020,12,2020-12,NA,NA,NA,NA,NA,NA,NA
2021,1,2021-01,NA,NA,NA,NA,NA,NA,NA
2021,2,2021-02,NA,NA,NA,NA,NA,NA,NA
2021,3,2021-03,NA,NA,NA,NA,NA,NA,NA
2021,4,2021-04,NA,NA,NA,NA,NA,NA,NA
2021,5,2021-05,NA,NA,NA,NA,NA,NA,NA
2019,6,2019-06,NA,NA,NA,NA,NA,NA,NA
2019,7,2019-07,NA,NA,NA,NA,NA,NA,NA
2019,8,2019-08,NA,NA,NA,NA,NA,NA,NA
2019,9,2019-09,NA,NA,NA,NA,NA,NA,NA
2019,10,2019-10,NA,NA,NA,NA,NA,NA,NA
2019,11,2019-11,NA,NA,NA,NA,NA,NA,NA
2019,12,2019-12,NA,NA,NA,NA,NA,NA,NA
2020,1,2020-01,NA,NA,NA,NA,NA,NA,NA
2020,2,2020-02,NA,NA,NA,NA,NA,NA,NA
2020,3,2020-03,NA,NA,NA,NA,NA,NA,NA
2020,4,2020-04,NA,NA,NA,NA,NA,NA,NA
2020,5,2020-05,NA,NA,NA,NA,NA,NA,NA
2020,6,2020-06,NA,NA,NA,NA,NA,NA,NA
2020,7,2020-07,NA,NA,NA,NA,NA,NA,NA
2020,8,2020-08,NA,NA,NA,NA,NA,NA,NA
2020,9,2020-09,NA,NA,NA,NA,NA,NA,NA
2020,10,2020-10,NA,NA,NA,NA,NA,NA,NA
2020,11,2020-11,NA,NA,NA,NA,NA,NA,NA
2020,12,2020-12,NA,NA,NA,NA,NA,NA,NA
2021,1,2021-01,NA,NA,NA,NA,NA,NA,NA
2021,2,2021-02,NA,NA,NA,NA,NA,NA,NA
2021,3,2021-03,NA,NA,NA,NA,NA,NA,NA
2021,4,2021-04,NA,NA,NA,NA,NA,NA,NA
2021,5,2021-05,NA,NA,NA,NA,NA,NA,NA
2019,6,2019-06,NA,NA,NA,NA,NA,NA,NA
2019,7,2019-07,NA,NA,NA,NA,NA,NA,NA
2019,8,2019-08,NA,NA,NA,NA,NA,NA,NA
2019,9,2019-09,NA,NA,NA,NA,NA,NA,NA
2019,10,2019-10,NA,NA,NA,NA,NA,NA,NA
2019,11,2019-11,NA,NA,NA,NA,NA,NA,NA
2019,12,2019-12,NA,NA,NA,NA,NA,NA,NA
2020,1,2020-01,NA,NA,NA,NA,NA,NA,NA
2020,2,2020-02,NA,NA,NA,NA,NA,NA,NA
2020,3,2020-03,NA,NA,NA,NA,NA,NA,NA
2020,4,2020-04,NA,NA,NA,NA,NA,NA,NA
2020,5,2020-05,NA,NA,NA,NA,NA,NA,NA
2020,6,2020-06,NA,NA,NA,NA,NA,NA,NA
2020,7,2020-07,NA,NA,NA,NA,NA,NA,NA
2020,8,2020-08,NA,NA,NA,NA,NA,NA,NA
2020,9,2020-09,NA,NA,NA,NA,NA,NA,NA
2020,10,2020-10,NA,NA,NA,NA,NA,NA,NA
2020,11,2020-11,NA,NA,NA,NA,NA,NA,NA
2020,12,2020-12,NA,NA,NA,NA,NA,NA,NA
2021,1,2021-01,NA,NA,NA,NA,NA,NA,NA
2021,2,2021-02,NA,NA,NA,NA,NA,NA,NA
2021,3,2021-03,NA,NA,NA,NA,NA,NA,NA
2021,4,2021-04,NA,NA,NA,NA,NA,NA,NA
2021,5,2021-05,NA,NA,NA,NA,NA,NA,NA
2019,6,2019-06,NA,NA,NA,NA,NA,NA,NA
2019,7,2019-07,NA,NA,NA,NA,NA,NA,NA
2019,8,2019-08,NA,NA,NA,NA,NA,NA,NA
2019,9,2019-09,NA,NA,NA,NA,NA,NA,NA
2019,10,2019-10,NA,NA,NA,NA,NA,NA,NA
2019,11,2019-11,NA,NA,NA,NA,NA,NA,NA
2019,12,2019-12,NA,NA,NA,NA,NA,NA,NA
2020,1,2020-01,NA,NA,NA,NA,NA,NA,NA
2020,2,2020-02,NA,NA,NA,NA,NA,NA,NA
2020,3,2020-03,NA,NA,NA,NA,NA,NA,NA
2020,4,2020-04,NA,NA,NA,NA,NA,NA,NA
2020,5,2020-05,NA,NA,NA,NA,NA,NA,NA
2020,6,2020-06,NA,NA,NA,NA,NA,NA,NA
2020,7,2020-07,NA,NA,NA,NA,NA,NA,NA
2020,8,2020-08,NA,NA,NA,NA,NA,NA,NA
2020,9,2020-09,NA,NA,NA,NA,NA,NA,NA
2020,10,2020-10,NA,NA,NA,NA,NA,NA,NA
2020,11,2020-11,NA,NA,NA,NA,NA,NA,NA
2020,12,2020-12,NA,NA,NA,NA,NA,NA,NA
2021,1,2021-01,NA,NA,NA,NA,NA,NA,NA
2021,2,2021-02,NA,NA,NA,NA,NA,NA,NA
2021,3,2021-03,NA,NA,NA,NA,NA,NA,NA
2021,4,2021-04,NA,NA,NA,NA,NA,NA,NA
2021,5,2021-05,NA,NA,NA,NA,NA,NA,NA
2019,6,2019-06,NA,NA,NA,NA,NA,NA,NA
2019,7,2019-07,NA,NA,NA,NA,NA,NA,NA
2019,8,2019-08,NA,NA,NA,NA,NA,NA,NA
2019,9,2019-09,NA,NA,NA,NA,NA,NA,NA
2019,10,2019-10,NA,NA,NA,NA,NA,NA,NA
2019,11,2019-11,NA,NA,NA,NA,NA,NA,NA
2019,12,2019-12,NA,NA,NA,NA,NA,NA,NA
2020,1,2020-01,NA,NA,NA,NA,NA,NA,NA
2020,2,2020-02,NA,NA,NA,NA,NA,NA,NA
2020,3,2020-03,NA,NA,NA,NA,NA,NA,NA
2020,4,2020-04,NA,NA,NA,NA,NA,NA,NA
2020,5,2020-05,NA,NA,NA,NA,NA,NA,NA
2020,6,2020-06,NA,NA,NA,NA,NA,NA,NA
2020,7,2020-07,NA,NA,NA,NA,NA,NA,NA
2020,8,2020-08,NA,NA,NA,NA,NA,NA,NA
2020,9,2020-09,NA,NA,NA,NA,NA,NA,NA
2020,10,2020-10,NA,NA,NA,NA,NA,NA,NA
2020,11,2020-11,NA,NA,NA,NA,NA,NA,NA
2020,12,2020-12,NA,NA,NA,NA,NA,NA,NA
2021,1,2021-01,NA,NA,NA,NA,NA,NA,NA
2021,2,2021-02,NA,NA,NA,NA,NA,NA,NA
2021,3,2021-03,NA,NA,NA,NA,NA,NA,NA
2021,4,2021-04,NA,NA,NA,NA,NA,NA,NA
2021,5,2021-05,NA,NA,NA,NA,NA,NA,NA
2019,6,2019-06,NA,NA,NA,NA,NA,NA,NA
2019,7,2019-07,NA,NA,NA,NA,NA,NA,NA
2019,8,2019-08,NA,NA,NA,NA,NA,NA,NA
2019,9,2019-09,NA,NA,NA,NA,NA,NA,NA
2019,10,2019-10,NA,NA,NA,NA,NA,NA,NA
2019,11,2019-11,NA,NA,NA,NA,NA,NA,NA
2019,12,2019-12,NA,NA,NA,NA,NA,NA,NA
2020,1,2020-01,NA,NA,NA,NA,NA,NA,NA
2020,2,2020-02,NA,NA,NA,NA,NA,NA,NA
2020,3,2020-03,NA,NA,NA,NA,NA,NA,NA
2020,4,2020-04,NA,NA,NA,NA,NA,NA,NA
2020,5,2020-05,NA,NA,NA,NA,NA,NA,NA
2020,6,2020-06,NA,NA,NA,NA,NA,NA,NA
2020,7,2020-07,NA,NA,NA,NA,NA,NA,NA
2020,8,2020-08,NA,NA,NA,NA,NA,NA,NA
2020,9,2020-09,NA,NA,NA,NA,NA,NA,NA
2020,10,2020-10,NA,NA,NA,NA,NA,NA,NA
2020,11,2020-11,NA,NA,NA,NA,NA,NA,NA
2020,12,2020-12,NA,NA,NA,NA,NA,NA,NA
2021,1,2021-01,NA,NA,NA,NA,NA,NA,NA
2021,2,2021-02,NA,NA,NA,NA,NA,NA,NA
2021,3,2021-03,NA,NA,NA,NA,NA,NA,NA
2021,4,2021-04,NA,NA,NA,NA,NA,NA,NA
2021,5,2021-05,NA,NA,NA,NA,NA,NA,NA
